Gene	DI
SPATA25	-0.769230769
TAF11	-0.869565217
TLE6	-0.869565217
TPBG	-0.769230769
TRPV1	0.892857143
ZNF57	0.892857143
GTPBP4	-0.869565217
FEM1B	-0.869565217
GTF2IRD1	-0.869565217
SAP18	-0.869565217
WFDC11	0
MYCBP	0.161290323
NEK2	-0.869565217
KLHL42	0.161290323
NAGK	-0.769230769
STX6	-0.869565217
LOC642943	0.806451613
MYO15B	-0.869565217
PAWR	0.892857143
PSMD13	-0.869565217
SLC35F4	0.161290323
URAHP	0.806451613
ARL17A	-0.869565217
ATP11B	0.161290323
BTN3A1	-0.769230769
GMCL1P1	-0.769230769
MOAP1	0.161290323
PSKH2	0
SSR1	-0.869565217
TASP1	0.161290323
UBAP2L	-0.869565217
UNC5CL	0
UTP18	-0.869565217
ADGRF1	-0.769230769
ASPDH	-0.769230769
B3GALTL	-0.769230769
C6orf222	-0.769230769
DMRT1	0.161290323
EGFLAM	-0.769230769
FPR2	-0.769230769
MANBAL	0.806451613
MATK	0
METRN	0.161290323
MIOX	-0.769230769
NPSR1	0.806451613
PAMR1	0.161290323
RNF125	-0.869565217
TMEM63A	-0.869565217
ZDHHC4	0.161290323
ARL16	-0.869565217
C6orf52	-0.769230769
CCNH	0.806451613
FARS2	-0.769230769
GIMAP6	-0.769230769
ITPKC	-0.869565217
MORF4L1	-0.869565217
MRPL45P2	-0.769230769
MYL4	-0.769230769
PSMD12	-0.769230769
RNF216P1	-0.769230769
RNLS	-0.769230769
SIGMAR1	-0.769230769
TNFSF9	0.161290323
WDR48	0.806451613
AMD1	-0.869565217
ANKIB1	-0.869565217
CCDC137	0.161290323
CEBPZ	-0.769230769
ENST00000334810	0
ENST00000465400	-0.769230769
EXOSC5	-0.869565217
GCNT1	0.892857143
GOLGA8N	0.892857143
JTB	0.892857143
KCNK16	0.806451613
LINC01387	0.892857143
LOC100505666	-0.869565217
MRPL3	0.161290323
MRPL47	0.161290323
MRRF	0.161290323
OR9G9	-0.869565217
OXSR1	0.161290323
PATE1	0.161290323
PLEKHB2	-0.869565217
PRTFDC1	0.161290323
RAB11FIP4	-0.869565217
RAD23B	0.161290323
RGL4	0.806451613
RIOK1	-0.869565217
SIGLEC8	0
SLC25A27	-0.769230769
SPATA6L	0.161290323
TXLNA	-0.869565217
CDX1	0.161290323
PHB	-0.869565217
VEGFA	-0.769230769
CLTB	-0.869565217
NSL1	-0.869565217
ALS2CR12	-0.769230769
FUT3	0.161290323
CNTNAP1	-0.869565217
FHIT	-0.869565217
MRO	0.892857143
RIMS2	0.806451613
SGK1	-0.869565217
EIF3CL	-0.769230769
ENST00000537657	-0.769230769
GZMH	0.806451613
PRRG2	0.806451613
RNF130	-0.869565217
ZNF793	0
CYP39A1	-0.769230769
GPATCH3	-0.869565217
GPR89A	-0.869565217
KLF17	-0.769230769
OCIAD1	0.161290323
RNF144B	-0.769230769
SURF2	0.161290323
ZNF14	-0.869565217
ADIPOR1	-0.769230769
AGPAT2	0.892857143
C5AR2	0
CCR2	0.161290323
ENST00000424687	0.806451613
GPR161	-0.869565217
IGFALS	-0.769230769
LARP4	0.892857143
LRRC45	0.161290323
LRRC57	-0.869565217
P3H3	0.806451613
POPDC2	-0.869565217
PPAN	-0.869565217
RSPO4	-0.769230769
SPAG5	-0.869565217
TBX20	-0.869565217
TSPAN33	0.161290323
WDR5	0.161290323
ARHGAP18	-0.869565217
B3GAT3	-0.869565217
C1orf110	-0.869565217
CA4	0
CCDC174	0.161290323
CCER2	0
CDC45	0.161290323
FKBP4	0.161290323
FLVCR2	0.161290323
GAK	0.806451613
GPR26	0.806451613
HIBADH	-0.869565217
HLA-DRB1	-0.869565217
HSF5	-0.869565217
LAIR1	0
LGR5	0.806451613
MCM3	-0.869565217
NDUFV2	0.806451613
NRSN1	0
PRDM4	-0.769230769
RAMP2	-0.769230769
RGS7	0.161290323
SLC35F1	0.161290323
SMYD2	-0.869565217
SPDL1	-0.869565217
VPS9D1-AS1	0.806451613
ACTR1B	0.161290323
AJUBA	0.161290323
AP3B2	0.806451613
ATP6V1A	0.161290323
CADM3	0.161290323
CHCHD2	-0.769230769
CTGLF12P	0.806451613
CYP4Z2P	0.806451613
ERICH3	0.161290323
FAM132A	0
FOLR3	0.806451613
GFRA4	0
GLOD4	0.161290323
GS1-259H13.2	-0.769230769
IBA57	0.161290323
ITLN2	-0.869565217
KCTD2	-0.869565217
KLHL24	0.161290323
LMAN2	-0.869565217
MARC2	0.161290323
NKX2-2	0.806451613
NR2C2AP	0.161290323
OR51M1	0
P2RX4	0.892857143
PRPSAP1	-0.869565217
RASSF7	-0.869565217
RTKN	-0.869565217
SH3GLB1	-0.869565217
SKIV2L2	-0.869565217
SLC10A6	0.806451613
SLC25A37	0.161290323
SLC30A5	-0.769230769
SOAT1	-0.869565217
TMEM196	0
TMEM243	-0.869565217
UBALD1	0.161290323
ZC2HC1A	-0.769230769
ZNF503-AS2	-0.769230769
ZNF652	-0.869565217
VCP	0.892857143
MARS	0.161290323
RNF185	-0.869565217
ZMYND19	0.161290323
PCGF6	0.161290323
RPS5	-0.769230769
SP2-AS1	-0.869565217
EIF3G	0.161290323
SLC39A3	0
TBC1D30	0.806451613
ZC3H12D	-0.869565217
CHTF8	0.806451613
NRBP1	-0.869565217
CCDC153	0.161290323
KIAA1147	0.161290323
KLF11	-0.869565217
NIPAL1	0.161290323
POMK	0.161290323
APLP2	-0.869565217
C8G	0.161290323
FAM153C	0.806451613
L3HYPDH	0.161290323
SHF	-0.869565217
SLC25A1	0.161290323
AHSA1	-0.869565217
AP5M1	0.161290323
CHSY3	0.161290323
ENTPD8	0.892857143
GNB1L	0.806451613
HYAL4	-0.869565217
KRT36	-0.769230769
METTL21A	-0.769230769
MUCL1	0.806451613
SLFN12L	-0.769230769
TUBB2B	-0.769230769
ZNF302	0.161290323
ZNF671	-0.769230769
ADPRH	-0.869565217
AGAP7P	-0.769230769
ARHGAP11B	0.161290323
ASPHD2	0.161290323
ATP5SL	-0.869565217
ENST00000575930	-0.869565217
ERO1L	0.161290323
FAM173B	-0.769230769
GLCCI1	-0.869565217
IGF2BP3	-0.869565217
IL4R	-0.769230769
KLK10	0.161290323
MYPOP	-0.869565217
POLD3	-0.869565217
BTLA	-0.769230769
C19orf24	-0.869565217
CERS6	-0.769230769
COPS7A	0.161290323
CPNE5	-0.869565217
CYP2B6	-0.769230769
FAM182A	0.161290323
GINS2	0.161290323
GPRC5B	0.161290323
HEATR9	0
HJURP	-0.769230769
LOC146880	-0.869565217
MSC-AS1	-0.769230769
NME6	0.161290323
NUTM2D	0.161290323
PCTP	-0.869565217
PCYT2	-0.769230769
PHLDB3	-0.869565217
PPIF	-0.769230769
RAET1L	0.892857143
RCN3	-0.869565217
SCART1	0
SLTM	-0.869565217
SNX29P1	-0.769230769
TBC1D17	-0.869565217
TBPL1	-0.869565217
TCL6	0.161290323
UBE2T	-0.869565217
ZNF561	-0.869565217
ADGRE5	0.161290323
ADRB2	-0.869565217
ALDH1L1-AS1	-0.769230769
ALOX15P1	0.161290323
ANO7	-0.769230769
ASB18	0.161290323
ASZ1	-0.869565217
CCL4	-0.869565217
CFAP61	0.161290323
CRYM	-0.869565217
DGCR8	0.161290323
DMRTA2	0.806451613
DNAJC5G	0
EIF3J	0.161290323
ENST00000457052	-0.869565217
ENST00000511828	0.161290323
ENST00000589764	-0.769230769
FAM109A	0.806451613
FKBP11	0.161290323
GBX2	0.161290323
GTF3C6	0.161290323
IFNL3	0
IL11RA	0.892857143
KIRREL3	0.161290323
LOC642846	0.161290323
MAT2B	-0.869565217
NHSL1	-0.869565217
NSG1	0.806451613
NXPE1	-0.869565217
P2RY1	-0.869565217
PGPEP1	-0.869565217
PITPNA	-0.869565217
PP14571	-0.869565217
RAPGEF5	0.161290323
RPL10A	0.806451613
SFRP4	-0.869565217
SIGLEC5	-0.869565217
SLC12A9	0.161290323
SLC16A5	0.161290323
STRA13	-0.769230769
SULT4A1	0.892857143
TMEM194B	-0.769230769
UGT2B10	-0.769230769
XRCC3	0.161290323
ZNF280A	0.806451613
ZNF776	-0.869565217
ARHGEF16	-0.769230769
ATG4D	-0.869565217
BDKRB1	0.161290323
BTG3	-0.869565217
C8orf87	0.806451613
CBLN4	0.806451613
CDC42EP4	-0.769230769
CFAP99	0.892857143
COPG1	0.161290323
CTDNEP1	-0.869565217
DCTN5	-0.869565217
DDX18	-0.869565217
DNM1L	0.161290323
DSCR3	0.161290323
ENST00000565598	-0.869565217
ENST00000579400	-0.769230769
FAM200B	0.161290323
GPATCH1	-0.869565217
HLA-DRB5	0.806451613
LIPE-AS1	-0.769230769
LOC101929140	0.161290323
LRPAP1	0.806451613
NDUFB5	-0.869565217
NPAS1	-0.869565217
PAK1IP1	-0.869565217
PDGFA	0.161290323
PGAM2	0
PMS2P3	0.161290323
PPIL4	-0.869565217
PSMD8	-0.869565217
RASA4	-0.869565217
RASEF	0.161290323
RHCG	0
RNASEL	-0.869565217
SCN1B	0.806451613
SDF2	0.161290323
SLC29A2	-0.869565217
SLC5A3	0.892857143
SPPL2B	0
STAU2-AS1	0.161290323
TAB2	-0.869565217
TELO2	0.806451613
TFEB	0.806451613
TIGAR	-0.769230769
TKT	0.161290323
TNNT1	-0.869565217
TOR2A	0.161290323
TPMT	-0.869565217
TTC23L	-0.869565217
VAT1	-0.869565217
VTA1	-0.869565217
YIF1B	-0.869565217
ZNF404	-0.769230769
ZNF557	-0.869565217
ZNF639	0.161290323
APBB3	-0.869565217
BHLHE22	0
PDLIM7	-0.869565217
PODXL	-0.869565217
ZSCAN5B	0
ACTA1	0.806451613
ENST00000452804	0.806451613
PROSC	0.806451613
CCT8	0.161290323
NUDT19	-0.769230769
OBFC1	-0.869565217
SLC38A9	-0.869565217
EGLN1	-0.869565217
TFRC	0.161290323
TLDC1	0.161290323
TST	-0.769230769
IER5	-0.769230769
MTCL1	0.892857143
NDFIP1	-0.869565217
FDFT1	0.161290323
CAB39	-0.769230769
SHISA7	0.806451613
TRAF3IP2-AS1	0.161290323
ZNF260	-0.769230769
EFNA2	0.806451613
BUD13	-0.869565217
CHD1L	-0.869565217
ENST00000431766	0.806451613
JAZF1-AS1	-0.869565217
KRT75	0.806451613
LSM4	-0.869565217
NDUFV3	0.161290323
RELL2	-0.769230769
RIPK1	-0.769230769
RNASEH2C	-0.869565217
SDCCAG8	-0.869565217
ZNF93	-0.869565217
DDX12P	0.161290323
DHODH	0.161290323
EZR	0.161290323
POLR3C	-0.869565217
PRR11	0.161290323
VWA5B2	0.806451613
WASH7P	0.161290323
ALG3	0.161290323
ATL3	-0.869565217
CCDC163P	0.161290323
CDH3	0.161290323
DPH7	0.892857143
ENAH	0.161290323
FRS3	-0.769230769
HRG	-0.769230769
KIAA1524	0.161290323
PMFBP1	0.161290323
PMPCA	0.161290323
SEC22B	0.161290323
SFTA3	0.806451613
STK17B	-0.869565217
TNFRSF1B	-0.869565217
UBE2D1	-0.869565217
ZNF777	-0.869565217
B3GNT2	-0.869565217
BFAR	-0.869565217
BNIP1	-0.869565217
EGLN3	0.161290323
ENST00000426886	-0.769230769
FBP2	0
FBXL18	-0.769230769
ISL2	-0.869565217
KCNA5	-0.869565217
KRT85	0.806451613
KRTCAP2	-0.869565217
LOC102724957	-0.869565217
MBIP	0.161290323
MGST3	-0.869565217
MRVI1-AS1	-0.869565217
RAVER1	0.161290323
SCIMP	0.161290323
SEMA5A	-0.769230769
SENP2	0.161290323
TMPRSS2	0.161290323
UBQLN1	0.161290323
ZNF732	0.892857143
ZNF773	-0.769230769
AATF	-0.869565217
AGRN	0.806451613
AOC3	-0.869565217
BTD	0.161290323
CCDC176	0.161290323
CDC42	-0.869565217
CYP8B1	0.806451613
EAF2	0.161290323
ENST00000558085	0.892857143
ENST00000568091	-0.769230769
GC	0.806451613
GGNBP1	-0.869565217
GJA10	0
MAP3K7CL	-0.869565217
MEN1	-0.869565217
METTL16	-0.869565217
PCDHB18P	0.806451613
PSMB5	0.161290323
SKA2	-0.869565217
SQSTM1	0.161290323
SYNPR	0.161290323
TIMM13	-0.869565217
VSTM1	-0.869565217
VSTM2B	0
ZNF813	-0.869565217
ACP2	-0.869565217
ACTL8	0.806451613
ARV1	-0.869565217
C17orf59	0.161290323
C17orf97	-0.869565217
C19orf68	-0.769230769
C1orf105	-0.869565217
C7orf72	-0.769230769
C8orf46	-0.769230769
C9orf24	0.161290323
CEACAM21	0
CHST6	0
CPNE2	0.161290323
DDX41	-0.869565217
EFCAB5	-0.769230769
ENST00000457731	-0.869565217
ENST00000568980	0.806451613
FAM171A2	-0.769230769
FAM178B	-0.869565217
FFAR3	0.806451613
FNBP4	-0.869565217
GABRD	0
GCLC	-0.869565217
GDF10	0.806451613
KIF18B	-0.769230769
KPNA1	0.161290323
MBOAT2	-0.769230769
MCRS1	0.806451613
ONECUT3	0.161290323
PDP2	0.161290323
PEX6	-0.769230769
PIPOX	0
PLCXD3	-0.769230769
PLD4	0.161290323
POTEE	0.161290323
PPP2CA	-0.869565217
RAB44	-0.769230769
RAB5B	0.161290323
SERPINA1	-0.769230769
SERPINA5	0.892857143
SHBG	-0.869565217
SIGLEC16	-0.769230769
SIGLEC6	0
SMAP2	-0.869565217
STAT5B	-0.869565217
TESC	0.806451613
TFG	0.161290323
TMEM14B	-0.769230769
TMEM150A	0.806451613
ZNF222	-0.869565217
ZNF326	-0.869565217
ZNF552	-0.869565217
ZNF575	-0.769230769
ZNF678	-0.869565217
ACKR1	0.161290323
ADGRE2	0
AIM2	-0.869565217
ALDH1L1	-0.869565217
AMY2A	0.892857143
C1orf109	-0.869565217
CABP7	0.806451613
CABS1	0.806451613
CEBPA	-0.869565217
CEP131	0.806451613
CPPED1	-0.869565217
CXXC1	0.161290323
DARS	-0.769230769
DCTN3	0.161290323
DDX52	-0.869565217
DHRS3	-0.869565217
DHRS4	0.161290323
DHRS4L1	0.161290323
DHX8	-0.869565217
ENST00000328088	0.806451613
ENST00000397891	0
ENST00000398878	0.161290323
ENST00000398963	0.161290323
ENST00000456743	0.806451613
ENST00000511504	0.806451613
FAM46C	0.161290323
FMOD	0.161290323
GDF9	-0.769230769
GH2	0
GHDC	-0.869565217
HLA-C	0.806451613
HLA-DQA1	0.161290323
HSD17B6	0
HSD17B7	-0.869565217
IL15RA	0.806451613
IL36A	0.806451613
KRT71	0.806451613
KRT73	0.806451613
LAG3	-0.769230769
LSG1	0.161290323
MAP2K6	-0.869565217
MCAT	0.161290323
MIR5095	-0.869565217
MMD	-0.869565217
MRGPRG-AS1	0
MRPL45	-0.869565217
NPDC1	0
NPEPPS	-0.869565217
NRIP1	-0.869565217
PAX9	0.892857143
PDK2	-0.869565217
PHPT1	0.161290323
PITHD1	0.161290323
PLA2G2F	-0.769230769
PLB1	-0.869565217
PMP2	0.806451613
PSMD11	-0.869565217
PTPN2	0.161290323
RAMP1	0.161290323
RINL	-0.869565217
RNFT1	0.161290323
RSPH4A	-0.869565217
SEC1P	-0.869565217
SFRP1	0.892857143
SFRP2	0.892857143
SH3PXD2A	-0.869565217
SLC25A35	-0.869565217
SNX11	-0.869565217
SNX13	-0.869565217
SUSD1	0.161290323
TACO1	-0.769230769
TACR1	0.161290323
TADA2A	-0.869565217
TBX1	0.806451613
TMEM241	0.161290323
TMEM33	-0.769230769
TNFRSF14	-0.769230769
TRADD	-0.869565217
UBAP1	0.161290323
UBXN2B	-0.869565217
WDR26	-0.869565217
WDR34	0.161290323
ZNF121	-0.769230769
ZNF573	-0.769230769
ABHD3	-0.869565217
ALAS1	0.161290323
ALKBH6	-0.869565217
ANXA2	0.161290323
APPL2	0.806451613
ARSG	-0.869565217
C11orf91	0.161290323
C2orf49	-0.769230769
CBFB	-0.869565217
CD70	0.161290323
CEP170P1	0.892857143
CFAP52	0.161290323
CHI3L1	0
CHRM1	0.806451613
CNTD2	0.161290323
COPZ1	0.161290323
CREBL2	-0.769230769
CSRP3	0.806451613
CST2	-0.769230769
CTBP1-AS	0.806451613
CYP4X1	0.806451613
DRD2	0
DRICH1	0.161290323
DUS2	0.161290323
ENST00000399470	-0.769230769
ENST00000400684	-0.869565217
ENST00000460723	-0.769230769
ENST00000565246	0.161290323
ENST00000603917	-0.769230769
FAF2	-0.869565217
FBXO16	0.161290323
FBXO7	-0.869565217
FKBP6	0
FOXQ1	-0.769230769
GCM2	-0.769230769
GSTT1	0.161290323
HPS4	0.161290323
IL12A-AS1	-0.869565217
IL27RA	-0.869565217
IL33	0.161290323
INCA1	0.161290323
KSR2	-0.869565217
LDHB	-0.869565217
LDHD	0.161290323
LIMD1	0.161290323
LIN9	-0.869565217
LOC101060321	-0.769230769
LRP3	0
LRRC38	-0.869565217
LRRTM1	0
LYZ	0.806451613
MAP3K5	-0.869565217
MBTD1	-0.869565217
MOBP	0.806451613
NASP	-0.869565217
NPC1L1	-0.769230769
OR56A3	0.161290323
OR8G2	0
PDILT	0.161290323
PFKP	-0.869565217
PGK2	0.161290323
PLK5	-0.769230769
PRKRIR	-0.869565217
PTPRB	0.806451613
RAD17	-0.869565217
RASA2	0.161290323
RIMBP3	0.161290323
ROCK1P1	0.806451613
RPUSD1	0.161290323
SEC14L1	-0.869565217
SERF2	0.161290323
SGK494	-0.869565217
SIGLEC12	0
SLC41A1	-0.869565217
SRPRB	0.161290323
SSH2	-0.769230769
ST6GALNAC2	0.161290323
STAC3	0.161290323
STXBP5	-0.869565217
STXBP6	0.161290323
SUPT7L	-0.869565217
SYNE4	0.161290323
SYT11	-0.769230769
TBC1D14	-0.769230769
TBC1D22A	-0.869565217
TMEM92	0.806451613
TRAM2	-0.869565217
WDR18	0.806451613
WTAPP1	-0.769230769
XPA	0.161290323
ZC3H7A	-0.869565217
ZDHHC12	0.161290323
ZNF131	-0.869565217
ZNF397	0.161290323
ZNF425	-0.769230769
ZNF566	-0.769230769
EED	-0.869565217
PLAGL1	0.161290323
SNF8	-0.869565217
CHMP4A	0.161290323
ZNF687	-0.869565217
RAB23	-0.869565217
SREK1IP1	0.161290323
ENPP7	0.161290323
UEVLD	-0.869565217
CELF3	0.161290323
CORIN	0.892857143
FUT10	-0.869565217
OSCAR	0.161290323
PRPF38A	-0.869565217
CDC14C	0.806451613
COQ6	0.161290323
ENST00000503032	0.806451613
GOLGA2P6	0.806451613
INTS7	-0.869565217
NDOR1	0.806451613
ING2	-0.869565217
SUMO3	0.161290323
TRAPPC3	0.161290323
AIPL1	0.892857143
PRAME	0.806451613
RANBP3L	-0.869565217
SCAMP1	0.161290323
SULF1	-0.769230769
ZNF433	-0.769230769
ARGFX	-0.869565217
ZNF727	-0.869565217
ANKRD33B	-0.869565217
CRACR2B	0.806451613
SIRT6	-0.869565217
SMIM17	0.161290323
ABCF2	-0.869565217
ACOX2	0.161290323
AGXT2	-0.769230769
ARFGAP2	-0.869565217
CARD10	-0.769230769
CATSPERD	-0.769230769
DHRS1	0.161290323
EIF2A	0.161290323
EMC10	0
ENST00000594516	0
GGT6	0.161290323
NUDT14	0
PCBP1-AS1	-0.869565217
RFC2	0.161290323
SSTR3	0
SUN3	-0.869565217
TTC3	0.161290323
ATP5J2-PTCD1	-0.869565217
CHCHD4	-0.869565217
DRAM1	0.161290323
FAR2	0.161290323
FEZ2	-0.769230769
MINOS1	0.161290323
MTCH1	-0.869565217
NUDC	-0.869565217
STX1A	0.161290323
SULT1C2P1	-0.769230769
USP49	-0.769230769
VIT	0.161290323
YKT6	-0.769230769
ZNF578	-0.769230769
AMMECR1L	-0.769230769
ATP4B	-0.869565217
C16orf13	-0.869565217
CLMN	0.161290323
44531	0.161290323
GLRX5	-0.869565217
KLHL10	-0.769230769
LOC339862	0.161290323
ORC6	-0.869565217
PRSS53	0.806451613
SEPT14	-0.769230769
SNRPB2	-0.869565217
SPEF2	-0.869565217
TMEM8A	-0.869565217
ZMPSTE24	-0.869565217
ZSCAN22	-0.769230769
ATP6V1C2	0.161290323
C4BPA	-0.869565217
COMTD1	-0.869565217
CPEB4	-0.869565217
FCRL2	-0.769230769
FLYWCH1	-0.869565217
GABARAPL2	-0.869565217
GOLGA6D	0.806451613
HFE2	0.161290323
KISS1R	0
LAMTOR5	-0.869565217
LMCD1	-0.769230769
LOC101927211	-0.869565217
LOC441155	0.806451613
MEF2D	-0.869565217
MTHFD1L	-0.869565217
OTOR	-0.869565217
PAEP	-0.769230769
PDIA3	-0.869565217
POLR1E	0.161290323
RORC	-0.769230769
SNAPC5	-0.869565217
SNX6	0.161290323
SOX7	0.892857143
SPDYE2B	-0.869565217
TARP	0.161290323
TMEM254	-0.869565217
TPST1	0.892857143
USH1C	-0.869565217
ZFP82	-0.769230769
ABCG5	-0.869565217
ACTR8	0.161290323
AGAP5	-0.769230769
ARL5C	-0.769230769
BMP10	0
BRSK2	0.806451613
C14orf169	0.161290323
C1orf158	0.161290323
C3orf22	0
CBWD2	-0.769230769
CCDC77	-0.769230769
CDH6	0.806451613
CFAP69	-0.869565217
CHRNB4	0.161290323
CRYBA4	0.806451613
CXCL17	0.161290323
DDX59	-0.869565217
EGR3	-0.869565217
ENGASE	0.161290323
ENST00000368854	-0.869565217
ENST00000447166	-0.769230769
ENST00000476460	0.892857143
ENST00000514441	0.806451613
ENST00000532739	0.892857143
FBXO27	0
FGFR3	0.892857143
KDM1B	-0.869565217
LAIR2	0
LINC00578	-0.769230769
LITAF	-0.869565217
LOC653786	-0.869565217
LRRC37B	-0.869565217
MFAP3L	0.806451613
NDUFA12	0.892857143
NSUN3	0.161290323
OPN3	-0.869565217
PCGF2	-0.869565217
PDE3A	-0.869565217
PDXP	0.161290323
PFDN1	-0.869565217
PITPNB	-0.869565217
PLA2G6	-0.869565217
POGLUT1	0.161290323
PTAR1	0.161290323
RAB6B	0
RASAL2	-0.869565217
RIPK3	0.161290323
SLC18B1	-0.869565217
SLC26A7	0.806451613
SPATA20	-0.869565217
SULT6B1	-0.769230769
TECPR2	-0.869565217
TRAF2	0.161290323
TTLL10	0
UBXN7	0.161290323
UGT2B11	0.806451613
USP18	0.161290323
ZNF383	-0.769230769
ZNF790	-0.769230769
A4GNT	-0.769230769
AARS	0.161290323
ABI1	0.161290323
ACTL7B	0
ADNP-AS1	0.806451613
AFMID	-0.769230769
AMIGO3	0.161290323
APLP1	-0.869565217
ARRDC5	-0.769230769
ATAD5	-0.769230769
B3GNT6	0
BBIP1	-0.869565217
C11orf95	-0.869565217
C14orf166	0.161290323
C17orf78	-0.869565217
C2orf82	0.892857143
C6orf201	-0.769230769
CCZ1B	-0.769230769
CD300LF	0
CFAP46	-0.869565217
CHRNA7	0.161290323
CHRNB3	-0.869565217
CLRN3	-0.869565217
CMTM5	0.161290323
CYP1A1	0
DHRS4L2	0.161290323
DHX9	-0.869565217
DTWD2	0.161290323
EAF1	0.161290323
EMX1	-0.769230769
ENST00000328207	0.806451613
ENST00000383025	0.161290323
ENST00000425625	-0.869565217
ENST00000530412	0.806451613
FAM118A	-0.769230769
GAPDHS	0
GDI2	0.161290323
HOXC5	0.161290323
HSD3B1	-0.769230769
IARS2	-0.869565217
IFITM1	0.892857143
IK	-0.869565217
IL18	0.161290323
IL36B	0
INPP5E	0
KANSL1	-0.869565217
KIAA0391	0.161290323
KIAA1279	-0.869565217
KSR1	-0.869565217
L2HGDH	-0.869565217
LCN12	0.806451613
LMO7DN	0.161290323
LOC100131626	0.806451613
LOC440434	-0.869565217
MARC1	-0.869565217
MEGF9	0.806451613
MIR1-1HG	0
MIR548AC	-0.869565217
MRPL27	0.806451613
MTNR1A	0
MYO7B	-0.869565217
NPFFR1	-0.869565217
OXSM	0.161290323
PDCD10	0.161290323
PDK4	-0.869565217
PERP	-0.869565217
PEX19	-0.869565217
PLA2G4A	-0.869565217
PMP22	0.161290323
PODNL1	0
POGK	-0.869565217
PPP2R5C	0.161290323
PSTPIP2	-0.769230769
PTGDS	0.892857143
RAB3D	0.806451613
RAB43	0.161290323
RASSF5	-0.869565217
RBM43	-0.769230769
RDX	0.161290323
RPE	-0.769230769
RPUSD4	-0.769230769
RSPH1	0.161290323
RSPH6A	-0.869565217
RUFY1	-0.869565217
SEC13	0.161290323
SEC22A	0.161290323
SERPINA11	0.892857143
SERPINB11	0.161290323
SIRT5	-0.869565217
SLC22A12	0.161290323
SLC25A36	0.161290323
SLC29A1	-0.769230769
SLC7A4	0.806451613
SNAP29	0.161290323
SPATA24	0.892857143
STXBP4	-0.869565217
SULT1C4	-0.769230769
TBC1D21	0.161290323
TEX261	-0.769230769
THAP7-AS1	0.806451613
TMEM217	-0.769230769
TTC33	-0.869565217
UCHL5	-0.869565217
UGT2B4	0.806451613
WDR37	-0.869565217
WDR43	-0.869565217
WNT3	-0.769230769
YRDC	0.161290323
ZNF331	-0.769230769
ZNF350-AS1	-0.769230769
ZNF677	-0.769230769
AARS2	-0.769230769
ACAP2	0.161290323
ACLY	-0.869565217
ADGRG1	0.806451613
ADGRL1	-0.869565217
ANXA4	0.161290323
APITD1-CORT	-0.769230769
ARNT2	-0.869565217
ARSA	0.161290323
ASB15	-0.769230769
AVPR1B	0.161290323
BAMBI	-0.769230769
BCAT1	-0.869565217
BTBD3	-0.869565217
C10orf55	0.161290323
C11orf73	-0.869565217
C11orf97	0.892857143
C17orf105	-0.869565217
C1QTNF9B-AS1	-0.769230769
C22orf15	0.892857143
C2orf54	-0.769230769
C7orf60	-0.869565217
CAPN2	-0.869565217
CAST	0.806451613
CCDC183-AS1	0.892857143
CCL4L2	-0.769230769
CD300LG	0.806451613
CDK10	0.892857143
CHIA	0.806451613
CIB1	0.161290323
CNGB3	0.161290323
CNIH4	-0.869565217
COX11	-0.869565217
CPSF6	0.161290323
CRELD2	-0.769230769
CRYBB3	0.806451613
CWH43	0.892857143
CYP2E1	0
DCAF11	0.161290323
DGCR2	0.161290323
DTD1	0.892857143
DUSP19	-0.769230769
ECM1	0.161290323
EFCAB10	-0.869565217
EIF4E3	0.161290323
ENST00000409359	-0.769230769
ENST00000419494	-0.769230769
ENST00000439134	0.892857143
ENST00000450802	0.806451613
ENST00000508324	0.161290323
ENST00000521465	0.161290323
ENST00000552781	0.806451613
ENST00000610091	0.892857143
ERF	-0.869565217
FABP5	0.161290323
FAM110B	0.806451613
FBXO10	0.161290323
FBXO18	-0.869565217
FBXO9	-0.869565217
FGF17	0.161290323
FKBP9P1	0.161290323
G6PC	-0.769230769
GABPA	-0.869565217
GALNT11	-0.869565217
GFPT1	-0.769230769
GRWD1	0.161290323
GUK1	0.161290323
HAUS1	-0.769230769
HEATR1	-0.869565217
ICK	-0.869565217
IFI27	0.892857143
IL17RA	0.806451613
IL36G	0
KDM2B	-0.869565217
KEL	-0.769230769
KLK13	-0.769230769
KNOP1	-0.869565217
LIMS1	-0.869565217
LINC00671	-0.869565217
LINC01599	0.161290323
LOC100128554	0.161290323
LOC100289580	-0.769230769
LOC101926905	0
LOC643802	-0.869565217
LYZL2	0.806451613
MAG	0
MAP3K14	-0.869565217
MED17	-0.869565217
MIR548AE2	-0.869565217
MMP27	-0.769230769
MPI	0.161290323
MSTO2P	-0.869565217
MTERF4	0.806451613
NCR2	0
NMRK2	-0.769230769
NPFFR2	0.806451613
NR5A1	-0.769230769
NRN1	0.161290323
NT5DC2	0.806451613
NUDT1	0.161290323
OR4D2	0
OR7G2	0.806451613
P2RY11	0
PARK7	-0.769230769
PARS2	0.806451613
PINLYP	-0.769230769
PKD1L3	0.161290323
POU4F3	-0.769230769
PPIA	-0.869565217
PPP2R5D	-0.769230769
PRKAG1	0.892857143
PRMT6	-0.769230769
PSRC1	-0.869565217
R3HCC1	0.161290323
RCC1	-0.869565217
RDH11	0.161290323
RFPL3S	-0.769230769
RGS7BP	0.161290323
ROPN1	0.161290323
RRN3P3	-0.869565217
SCOC	-0.869565217
